area_id,area_level,tier,effective_area_level,party_level,seeds,floor_success_rate,floor_progress_score,median_success_rate,median_progress_score,ceiling_success_rate,ceiling_progress_score,ceiling_minus_floor
# royal_capital_1 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031), 騎士のキュイラス(armor_rare_033), 制圧の戦弓(bow_rare_009), 聖杯ロッド(rod_rare_011), エンシェントダガー(hidden_ancient_dagger), エンシェントロッド(rod_ancient), カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), 水門兵の剣(sword_rare_008), 護衛のサーベル(sword_rare_014)
  因子: (なし)
# royal_capital_2 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031), 騎士のキュイラス(armor_rare_033), 制圧の戦弓(bow_rare_009), 聖杯ロッド(rod_rare_011), エンシェントダガー(hidden_ancient_dagger), エンシェントロッド(rod_ancient), カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), 水門兵の剣(sword_rare_008), 護衛のサーベル(sword_rare_014), チャクラム(hidden_rare_005)
  因子: (なし)
# dragon_volcano_1 天井ビルド (代表Tier=1, score=1.516)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), 戦商隊のファルシオン(sword_rare_015), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), 火線ロッド(rod_rare_013), ファントムワンド(wand_rare_008), 火線ロッド(rod_rare_013), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 辺境守護のレイピア(sword_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), エンシェントボウ(bow_ancient), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031)
  因子: スライム因子
# cat_fortress_1 天井ビルド (代表Tier=1, score=0.202)
  前衛数(frontCount): 3
  前衛(最適化スロット): ロングソード(sword_long), ダガー(hidden_dagger), ガントレット(gauntlet_gauntlet), ロングソード(sword_long), かわの小手(gauntlet_leather), ロングソード(sword_long), はがねのツメ(claw_steel), ブロードソード(sword_broad)
  後衛(最適化スロット): ぬのの手袋(gauntlet_cloth_gloves), ダガー(hidden_dagger), ロングソード(sword_long), どうの小手(gauntlet_copper), ロングソード(sword_long), ロングソード(sword_long), はがねのツメ(claw_steel), ブロードソード(sword_broad)
  残スロット(greedy充填/前後衛共通): シールド(shield_shield), てつのツメ(claw_iron), ワンド(wand_wand), アーマー(armor_armor), ロッド(rod_rod), ロングボウ(bow_long)
  因子: (なし)
# necromancer_crypt_1 天井ビルド (代表Tier=1, score=1.516)
  前衛数(frontCount): 3
  前衛(最適化スロット): ぬのの手袋(gauntlet_cloth_gloves), ダガー(hidden_dagger), ガントレット(gauntlet_gauntlet), どうの小手(gauntlet_copper), かわの小手(gauntlet_leather), ロングソード(sword_long), ダガー(hidden_dagger), ブロードソード(sword_broad)
  後衛(最適化スロット): ぬのの手袋(gauntlet_cloth_gloves), ダガー(hidden_dagger), ガントレット(gauntlet_gauntlet), どうの小手(gauntlet_copper), かわの小手(gauntlet_leather), ロングソード(sword_long), はがねのツメ(claw_steel), ブロードソード(sword_broad)
  残スロット(greedy充填/前後衛共通): シールド(shield_shield), てつのツメ(claw_iron), ワンド(wand_wand), アーマー(armor_armor), ロッド(rod_rod), ロングボウ(bow_long)
  因子: (なし)
# royal_capital_3 天井ビルド (代表Tier=1, score=1.500)
  前衛数(frontCount): 3
  前衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  後衛(最適化スロット): 隊長のラメラー(armor_rare_026), ガントレット(gauntlet_gauntlet), ミスリルクロー(claw_mithril), ダガー(hidden_dagger), グリーンワンド(wand_rare_002), ファントムワンド(wand_rare_008), 隠し火のワンド(wand_rare_010), 護衛術師のワンド(wand_rare_011)
  残スロット(greedy充填/前後衛共通): 騎士団長の剣(sword_rare_025), エンシェントソード(sword_ancient), 王国兵の鎧(armor_rare_031), 騎士のキュイラス(armor_rare_033), 制圧の戦弓(bow_rare_009), 聖杯ロッド(rod_rare_011), エンシェントダガー(hidden_ancient_dagger), エンシェントロッド(rod_ancient), カイザーソード(sword_kaiser), カイザーボウ(bow_kaiser), 水門兵の剣(sword_rare_008), 護衛のサーベル(sword_rare_014), チャクラム(hidden_rare_005)
  因子: (なし)
